No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Arrival Time,Data,Info
723,342.991257,192.168.11.6,192.168.11.13,TCP,66,0.007183,,"Jan  5, 2024 21:30:50.161201000 JST",,6000  >  41588 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058086446 TSecr=3908221382
724,342.991462,192.168.11.6,192.168.11.13,TCP,66,0.000205,,"Jan  5, 2024 21:30:50.161406000 JST",,"6000  >  41588 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058086447 TSecr=3908221383"
725,342.991513,192.168.11.13,192.168.11.6,TCP,66,0.000051,,"Jan  5, 2024 21:30:50.161457000 JST",,41588  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908221390 TSecr=1058086447
726,343.021651,192.168.11.13,255.255.255.255,UDP,209,0.030138,Ÿ,"Jan  5, 2024 21:30:50.191595000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,32773  >  7000 Len=167
727,343.033669,192.168.11.31,192.168.11.13,TCP,74,0.012018,œ,"Jan  5, 2024 21:30:50.203613000 JST",,58988  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072710648 TSecr=0 WS=128
728,343.033868,192.168.11.13,192.168.11.31,TCP,74,0.000199,,"Jan  5, 2024 21:30:50.203812000 JST",,"6000  >  58988 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844130687 TSecr=1072710648 WS=128"
729,343.040878,192.168.11.31,192.168.11.13,TCP,66,0.00701,,"Jan  5, 2024 21:30:50.210822000 JST",,58988  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072710655 TSecr=844130687
730,343.04151,192.168.11.31,192.168.11.13,TCP,93,0.000632,,"Jan  5, 2024 21:30:50.211454000 JST",,"58988  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072710655 TSecr=844130687 [TCP segment of a reassembled PDU]"
731,343.041632,192.168.11.13,192.168.11.31,TCP,66,0.000122,,"Jan  5, 2024 21:30:50.211576000 JST",,6000  >  58988 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844130695 TSecr=1072710655
732,343.04171,192.168.11.31,192.168.11.13,TCP,66,0.000078,,"Jan  5, 2024 21:30:50.211654000 JST",,"58988  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072710655 TSecr=844130687"
733,343.043308,192.168.11.13,192.168.11.31,TCP,66,0.001598,,"Jan  5, 2024 21:30:50.213252000 JST",,"6000  >  58988 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844130697 TSecr=1072710655"
734,343.048814,192.168.11.31,192.168.11.13,TCP,66,0.005506,,"Jan  5, 2024 21:30:50.218758000 JST",,58988  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072710663 TSecr=844130697
735,349.576272,192.168.11.13,192.168.11.6,TCP,74,6.527458,,"Jan  5, 2024 21:30:56.746216000 JST",,41604  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908227975 TSecr=0 WS=128
736,349.586171,192.168.11.6,192.168.11.13,TCP,74,0.009899,,"Jan  5, 2024 21:30:56.756115000 JST",,"6000  >  41604 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058093041 TSecr=3908227975 WS=128"
737,349.586293,192.168.11.13,192.168.11.6,TCP,66,0.000122,,"Jan  5, 2024 21:30:56.756237000 JST",,41604  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908227985 TSecr=1058093041
738,349.586483,192.168.11.13,192.168.11.6,TCP,93,0.00019,,"Jan  5, 2024 21:30:56.756427000 JST",,"41604  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=3908227985 TSecr=1058093041 [TCP segment of a reassembled PDU]"
739,349.586578,192.168.11.13,192.168.11.6,TCP,66,0.000095,,"Jan  5, 2024 21:30:56.756522000 JST",,"41604  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=3908227985 TSecr=1058093041"
740,349.593917,192.168.11.6,192.168.11.13,TCP,66,0.007339,,"Jan  5, 2024 21:30:56.763861000 JST",,6000  >  41604 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058093048 TSecr=3908227985
741,349.594173,192.168.11.6,192.168.11.13,TCP,66,0.000256,,"Jan  5, 2024 21:30:56.764117000 JST",,"6000  >  41604 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058093050 TSecr=3908227985"
742,349.594223,192.168.11.13,192.168.11.6,TCP,66,0.00005,,"Jan  5, 2024 21:30:56.764167000 JST",,41604  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908227993 TSecr=1058093050
743,349.623597,192.168.11.13,255.255.255.255,UDP,209,0.029374,Ÿ,"Jan  5, 2024 21:30:56.793541000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,47808  >  7000 Len=167
744,349.63246,192.168.11.31,192.168.11.13,TCP,74,0.008863,œ,"Jan  5, 2024 21:30:56.802404000 JST",,48778  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072717246 TSecr=0 WS=128
745,349.632619,192.168.11.13,192.168.11.31,TCP,74,0.000159,,"Jan  5, 2024 21:30:56.802563000 JST",,"6000  >  48778 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844137286 TSecr=1072717246 WS=128"
746,349.646795,192.168.11.31,192.168.11.13,TCP,66,0.014176,,"Jan  5, 2024 21:30:56.816739000 JST",,48778  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072717253 TSecr=844137286
747,349.647361,192.168.11.31,192.168.11.13,TCP,93,0.000566,,"Jan  5, 2024 21:30:56.817305000 JST",,"48778  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072717253 TSecr=844137286 [TCP segment of a reassembled PDU]"
748,349.647456,192.168.11.13,192.168.11.31,TCP,66,0.000095,,"Jan  5, 2024 21:30:56.817400000 JST",,6000  >  48778 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844137301 TSecr=1072717253
749,349.647531,192.168.11.31,192.168.11.13,TCP,66,0.000075,,"Jan  5, 2024 21:30:56.817475000 JST",,"48778  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072717254 TSecr=844137286"
750,349.648564,192.168.11.13,192.168.11.31,TCP,66,0.001033,,"Jan  5, 2024 21:30:56.818508000 JST",,"6000  >  48778 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844137302 TSecr=1072717254"
751,349.654705,192.168.11.31,192.168.11.13,TCP,66,0.006141,,"Jan  5, 2024 21:30:56.824649000 JST",,48778  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072717269 TSecr=844137302
752,357.17822,192.168.11.13,192.168.11.6,TCP,74,7.523515,,"Jan  5, 2024 21:31:04.348164000 JST",,48986  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908235577 TSecr=0 WS=128
753,357.184889,192.168.11.6,192.168.11.13,TCP,74,0.006669,,"Jan  5, 2024 21:31:04.354833000 JST",,"6000  >  48986 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058100639 TSecr=3908235577 WS=128"
754,357.185008,192.168.11.13,192.168.11.6,TCP,66,0.000119,,"Jan  5, 2024 21:31:04.354952000 JST",,48986  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908235583 TSecr=1058100639
755,357.185191,192.168.11.13,192.168.11.6,TCP,93,0.000183,,"Jan  5, 2024 21:31:04.355135000 JST",,"48986  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=3908235584 TSecr=1058100639 [TCP segment of a reassembled PDU]"
756,357.185284,192.168.11.13,192.168.11.6,TCP,66,0.000093,,"Jan  5, 2024 21:31:04.355228000 JST",,"48986  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=3908235584 TSecr=1058100639"
757,357.192991,192.168.11.6,192.168.11.13,TCP,66,0.007707,,"Jan  5, 2024 21:31:04.362935000 JST",,6000  >  48986 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058100647 TSecr=3908235584
758,357.193221,192.168.11.6,192.168.11.13,TCP,66,0.00023,,"Jan  5, 2024 21:31:04.363165000 JST",,"6000  >  48986 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058100649 TSecr=3908235584"
759,357.193274,192.168.11.13,192.168.11.6,TCP,66,0.000053,,"Jan  5, 2024 21:31:04.363218000 JST",,48986  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908235592 TSecr=1058100649
760,357.223525,192.168.11.13,255.255.255.255,UDP,209,0.030251,Ÿ,"Jan  5, 2024 21:31:04.393469000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,45070  >  7000 Len=167
761,357.231467,192.168.11.31,192.168.11.13,TCP,74,0.007942,œ,"Jan  5, 2024 21:31:04.401411000 JST",,39874  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072724845 TSecr=0 WS=128
762,357.231641,192.168.11.13,192.168.11.31,TCP,74,0.000174,,"Jan  5, 2024 21:31:04.401585000 JST",,"6000  >  39874 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844144885 TSecr=1072724845 WS=128"
763,357.238242,192.168.11.31,192.168.11.13,TCP,66,0.006601,,"Jan  5, 2024 21:31:04.408186000 JST",,39874  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072724852 TSecr=844144885
764,357.23883,192.168.11.31,192.168.11.13,TCP,93,0.000588,,"Jan  5, 2024 21:31:04.408774000 JST",,"39874  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072724852 TSecr=844144885 [TCP segment of a reassembled PDU]"
765,357.238944,192.168.11.13,192.168.11.31,TCP,66,0.000114,,"Jan  5, 2024 21:31:04.408888000 JST",,6000  >  39874 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844144892 TSecr=1072724852
766,357.239019,192.168.11.31,192.168.11.13,TCP,66,0.000075,,"Jan  5, 2024 21:31:04.408963000 JST",,"39874  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072724852 TSecr=844144885"
767,357.240212,192.168.11.13,192.168.11.31,TCP,66,0.001193,,"Jan  5, 2024 21:31:04.410156000 JST",,"6000  >  39874 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844144894 TSecr=1072724852"
768,357.246066,192.168.11.31,192.168.11.13,TCP,66,0.005854,,"Jan  5, 2024 21:31:04.416010000 JST",,39874  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072724860 TSecr=844144894
769,363.820515,192.168.11.13,192.168.11.6,TCP,74,6.574449,,"Jan  5, 2024 21:31:10.990459000 JST",,43780  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908242219 TSecr=0 WS=128
770,363.827444,192.168.11.6,192.168.11.13,TCP,74,0.006929,,"Jan  5, 2024 21:31:10.997388000 JST",,"6000  >  43780 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058107281 TSecr=3908242219 WS=128"
771,363.827555,192.168.11.13,192.168.11.6,TCP,66,0.000111,,"Jan  5, 2024 21:31:10.997499000 JST",,43780  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908242226 TSecr=1058107281
772,363.827767,192.168.11.13,192.168.11.6,TCP,93,0.000212,,"Jan  5, 2024 21:31:10.997711000 JST",,"43780  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=3908242226 TSecr=1058107281 [TCP segment of a reassembled PDU]"
773,363.827877,192.168.11.13,192.168.11.6,TCP,66,0.00011,,"Jan  5, 2024 21:31:10.997821000 JST",,"43780  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=3908242226 TSecr=1058107281"
774,363.83519,192.168.11.6,192.168.11.13,TCP,66,0.007313,,"Jan  5, 2024 21:31:11.005134000 JST",,6000  >  43780 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058107289 TSecr=3908242226
775,363.837772,192.168.11.6,192.168.11.13,TCP,66,0.002582,,"Jan  5, 2024 21:31:11.007716000 JST",,"6000  >  43780 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058107292 TSecr=3908242226"
776,363.837817,192.168.11.13,192.168.11.6,TCP,66,0.000045,,"Jan  5, 2024 21:31:11.007761000 JST",,43780  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908242236 TSecr=1058107292
777,363.867642,192.168.11.13,255.255.255.255,UDP,209,0.029825,Ÿ,"Jan  5, 2024 21:31:11.037586000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,57313  >  7000 Len=167
778,363.875497,192.168.11.31,192.168.11.13,TCP,74,0.007855,œ,"Jan  5, 2024 21:31:11.045441000 JST",,39888  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072731489 TSecr=0 WS=128
779,363.875642,192.168.11.13,192.168.11.31,TCP,74,0.000145,,"Jan  5, 2024 21:31:11.045586000 JST",,"6000  >  39888 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844151529 TSecr=1072731489 WS=128"
780,363.882229,192.168.11.31,192.168.11.13,TCP,66,0.006587,,"Jan  5, 2024 21:31:11.052173000 JST",,39888  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072731496 TSecr=844151529
781,363.882878,192.168.11.31,192.168.11.13,TCP,93,0.000649,,"Jan  5, 2024 21:31:11.052822000 JST",,"39888  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072731496 TSecr=844151529 [TCP segment of a reassembled PDU]"
782,363.882981,192.168.11.13,192.168.11.31,TCP,66,0.000103,,"Jan  5, 2024 21:31:11.052925000 JST",,6000  >  39888 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844151536 TSecr=1072731496
783,363.883056,192.168.11.31,192.168.11.13,TCP,66,0.000075,,"Jan  5, 2024 21:31:11.053000000 JST",,"39888  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072731496 TSecr=844151529"
784,363.884476,192.168.11.13,192.168.11.31,TCP,66,0.00142,,"Jan  5, 2024 21:31:11.054420000 JST",,"6000  >  39888 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844151538 TSecr=1072731496"
785,363.890222,192.168.11.31,192.168.11.13,TCP,66,0.005746,,"Jan  5, 2024 21:31:11.060166000 JST",,39888  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072731504 TSecr=844151538
786,370.455374,192.168.11.13,192.168.11.6,TCP,74,6.565152,,"Jan  5, 2024 21:31:17.625318000 JST",,43788  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908248854 TSecr=0 WS=128
787,370.4645,192.168.11.6,192.168.11.13,TCP,74,0.009126,,"Jan  5, 2024 21:31:17.634444000 JST",,"6000  >  43788 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058113916 TSecr=3908248854 WS=128"
788,370.464633,192.168.11.13,192.168.11.6,TCP,66,0.000133,,"Jan  5, 2024 21:31:17.634577000 JST",,43788  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908248863 TSecr=1058113916
789,370.464807,192.168.11.13,192.168.11.6,TCP,93,0.000174,,"Jan  5, 2024 21:31:17.634751000 JST",,"43788  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=3908248863 TSecr=1058113916 [TCP segment of a reassembled PDU]"
790,370.464911,192.168.11.13,192.168.11.6,TCP,66,0.000104,,"Jan  5, 2024 21:31:17.634855000 JST",,"43788  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=3908248863 TSecr=1058113916"
791,370.474785,192.168.11.6,192.168.11.13,TCP,66,0.009874,,"Jan  5, 2024 21:31:17.644729000 JST",,6000  >  43788 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058113928 TSecr=3908248863
792,370.475002,192.168.11.6,192.168.11.13,TCP,66,0.000217,,"Jan  5, 2024 21:31:17.644946000 JST",,"6000  >  43788 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058113930 TSecr=3908248863"
793,370.475062,192.168.11.13,192.168.11.6,TCP,66,0.00006,,"Jan  5, 2024 21:31:17.645006000 JST",,43788  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908248874 TSecr=1058113930
794,370.507086,192.168.11.13,255.255.255.255,UDP,209,0.032024,Ÿ,"Jan  5, 2024 21:31:17.677030000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,60589  >  7000 Len=167
795,370.514899,192.168.11.31,192.168.11.13,TCP,74,0.007813,œ,"Jan  5, 2024 21:31:17.684843000 JST",,51964  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072738128 TSecr=0 WS=128
796,370.515056,192.168.11.13,192.168.11.31,TCP,74,0.000157,,"Jan  5, 2024 21:31:17.685000000 JST",,"6000  >  51964 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844158169 TSecr=1072738128 WS=128"
797,370.521812,192.168.11.31,192.168.11.13,TCP,66,0.006756,,"Jan  5, 2024 21:31:17.691756000 JST",,51964  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072738135 TSecr=844158169
798,370.522542,192.168.11.31,192.168.11.13,TCP,93,0.00073,,"Jan  5, 2024 21:31:17.692486000 JST",,"51964  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072738135 TSecr=844158169 [TCP segment of a reassembled PDU]"
799,370.522719,192.168.11.13,192.168.11.31,TCP,66,0.000177,,"Jan  5, 2024 21:31:17.692663000 JST",,6000  >  51964 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844158176 TSecr=1072738135
800,370.522814,192.168.11.31,192.168.11.13,TCP,66,0.000095,,"Jan  5, 2024 21:31:17.692758000 JST",,"51964  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072738135 TSecr=844158169"
801,370.524167,192.168.11.13,192.168.11.31,TCP,66,0.001353,,"Jan  5, 2024 21:31:17.694111000 JST",,"6000  >  51964 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844158178 TSecr=1072738135"
802,370.529021,192.168.11.31,192.168.11.13,TCP,66,0.004854,,"Jan  5, 2024 21:31:17.698965000 JST",,51964  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072738143 TSecr=844158178
803,377.056922,192.168.11.13,192.168.11.6,TCP,74,6.527901,,"Jan  5, 2024 21:31:24.226866000 JST",,36218  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908255455 TSecr=0 WS=128
804,377.063872,192.168.11.6,192.168.11.13,TCP,74,0.00695,,"Jan  5, 2024 21:31:24.233816000 JST",,"6000  >  36218 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058120517 TSecr=3908255455 WS=128"
805,377.063986,192.168.11.13,192.168.11.6,TCP,66,0.000114,,"Jan  5, 2024 21:31:24.233930000 JST",,36218  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908255462 TSecr=1058120517
806,377.064162,192.168.11.13,192.168.11.6,TCP,93,0.000176,,"Jan  5, 2024 21:31:24.234106000 JST",,"36218  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=3908255463 TSecr=1058120517 [TCP segment of a reassembled PDU]"
807,377.064285,192.168.11.13,192.168.11.6,TCP,66,0.000123,,"Jan  5, 2024 21:31:24.234229000 JST",,"36218  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=3908255463 TSecr=1058120517"
808,377.071527,192.168.11.6,192.168.11.13,TCP,66,0.007242,,"Jan  5, 2024 21:31:24.241471000 JST",,6000  >  36218 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058120525 TSecr=3908255463
809,377.071735,192.168.11.6,192.168.11.13,TCP,66,0.000208,,"Jan  5, 2024 21:31:24.241679000 JST",,"6000  >  36218 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058120527 TSecr=3908255463"
810,377.071779,192.168.11.13,192.168.11.6,TCP,66,0.000044,,"Jan  5, 2024 21:31:24.241723000 JST",,36218  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908255470 TSecr=1058120527
811,377.104283,192.168.11.13,255.255.255.255,UDP,209,0.032504,Ÿ,"Jan  5, 2024 21:31:24.274227000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,47333  >  7000 Len=167
812,377.11295,192.168.11.31,192.168.11.13,TCP,74,0.008667,œ,"Jan  5, 2024 21:31:24.282894000 JST",,38112  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072744726 TSecr=0 WS=128
813,377.113089,192.168.11.13,192.168.11.31,TCP,74,0.000139,,"Jan  5, 2024 21:31:24.283033000 JST",,"6000  >  38112 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844164767 TSecr=1072744726 WS=128"
814,377.119766,192.168.11.31,192.168.11.13,TCP,66,0.006677,,"Jan  5, 2024 21:31:24.289710000 JST",,38112  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072744733 TSecr=844164767
815,377.120353,192.168.11.31,192.168.11.13,TCP,93,0.000587,,"Jan  5, 2024 21:31:24.290297000 JST",,"38112  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072744733 TSecr=844164767 [TCP segment of a reassembled PDU]"
816,377.120434,192.168.11.13,192.168.11.31,TCP,66,0.000081,,"Jan  5, 2024 21:31:24.290378000 JST",,6000  >  38112 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844164774 TSecr=1072744733
817,377.120498,192.168.11.31,192.168.11.13,TCP,66,0.000064,,"Jan  5, 2024 21:31:24.290442000 JST",,"38112  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072744733 TSecr=844164767"
818,377.122523,192.168.11.13,192.168.11.31,TCP,66,0.002025,,"Jan  5, 2024 21:31:24.292467000 JST",,"6000  >  38112 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844164776 TSecr=1072744733"
819,377.128931,192.168.11.31,192.168.11.13,TCP,66,0.006408,,"Jan  5, 2024 21:31:24.298875000 JST",,38112  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072744740 TSecr=844164776
820,383.63839,192.168.11.13,192.168.11.6,TCP,74,6.509459,,"Jan  5, 2024 21:31:30.808334000 JST",,46802  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908262037 TSecr=0 WS=128
821,383.645,192.168.11.6,192.168.11.13,TCP,74,0.00661,,"Jan  5, 2024 21:31:30.814944000 JST",,"6000  >  46802 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058127099 TSecr=3908262037 WS=128"
822,383.645115,192.168.11.13,192.168.11.6,TCP,66,0.000115,,"Jan  5, 2024 21:31:30.815059000 JST",,46802  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908262044 TSecr=1058127099
823,383.645278,192.168.11.13,192.168.11.6,TCP,93,0.000163,,"Jan  5, 2024 21:31:30.815222000 JST",,"46802  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=3908262044 TSecr=1058127099 [TCP segment of a reassembled PDU]"
824,383.645376,192.168.11.13,192.168.11.6,TCP,66,0.000098,,"Jan  5, 2024 21:31:30.815320000 JST",,"46802  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=3908262044 TSecr=1058127099"
825,383.652674,192.168.11.6,192.168.11.13,TCP,66,0.007298,,"Jan  5, 2024 21:31:30.822618000 JST",,6000  >  46802 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1058127106 TSecr=3908262044
826,383.652903,192.168.11.6,192.168.11.13,TCP,66,0.000229,,"Jan  5, 2024 21:31:30.822847000 JST",,"6000  >  46802 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1058127108 TSecr=3908262044"
827,383.652963,192.168.11.13,192.168.11.6,TCP,66,0.00006,,"Jan  5, 2024 21:31:30.822907000 JST",,46802  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=3908262051 TSecr=1058127108
828,383.681751,192.168.11.13,255.255.255.255,UDP,209,0.028788,Ÿ,"Jan  5, 2024 21:31:30.851695000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,37180  >  7000 Len=167
