No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Arrival Time,Data,Info
721,473.104351,192.168.11.44,192.168.11.43,TCP,66,0.000126,,"Jan  6, 2024 19:44:08.028818000 JST",,"50760  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468651442 TSecr=875101590"
722,473.111023,192.168.11.43,192.168.11.44,TCP,66,0.006672,,"Jan  6, 2024 19:44:08.035490000 JST",,6000  >  50760 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875101597 TSecr=468651442
723,473.111402,192.168.11.43,192.168.11.44,TCP,66,0.000379,,"Jan  6, 2024 19:44:08.035869000 JST",,"6000  >  50760 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875101598 TSecr=468651442"
724,473.111454,192.168.11.44,192.168.11.43,TCP,66,0.000052,,"Jan  6, 2024 19:44:08.035921000 JST",,50760  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468651449 TSecr=875101598
725,473.137835,192.168.11.44,255.255.255.255,UDP,209,0.026381,Ÿ,"Jan  6, 2024 19:44:08.062302000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,34180  >  7000 Len=167
726,473.146329,192.168.11.45,192.168.11.44,TCP,74,0.008494,œ,"Jan  6, 2024 19:44:08.070796000 JST",,51314  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230206176 TSecr=0 WS=128
727,473.146465,192.168.11.44,192.168.11.45,TCP,74,0.000136,,"Jan  6, 2024 19:44:08.070932000 JST",,"6000  >  51314 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080292104 TSecr=2230206176 WS=128"
728,473.154122,192.168.11.45,192.168.11.44,TCP,66,0.007657,,"Jan  6, 2024 19:44:08.078589000 JST",,51314  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230206183 TSecr=1080292104
729,473.154659,192.168.11.45,192.168.11.44,TCP,93,0.000537,,"Jan  6, 2024 19:44:08.079126000 JST",,"51314  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230206183 TSecr=1080292104 [TCP segment of a reassembled PDU]"
730,473.154729,192.168.11.44,192.168.11.45,TCP,66,0.00007,,"Jan  6, 2024 19:44:08.079196000 JST",,6000  >  51314 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080292113 TSecr=2230206183
731,473.154795,192.168.11.45,192.168.11.44,TCP,66,0.000066,,"Jan  6, 2024 19:44:08.079262000 JST",,"51314  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230206184 TSecr=1080292104"
732,473.155833,192.168.11.44,192.168.11.45,TCP,66,0.001038,,"Jan  6, 2024 19:44:08.080300000 JST",,"6000  >  51314 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080292114 TSecr=2230206184"
733,473.16209,192.168.11.45,192.168.11.44,TCP,66,0.006257,,"Jan  6, 2024 19:44:08.086557000 JST",,51314  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2230206192 TSecr=1080292114
734,480.88106,192.168.11.44,192.168.11.43,TCP,74,7.71897,,"Jan  6, 2024 19:44:15.805527000 JST",,55630  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=468659219 TSecr=0 WS=128
735,480.887526,192.168.11.43,192.168.11.44,TCP,74,0.006466,,"Jan  6, 2024 19:44:15.811993000 JST",,"6000  >  55630 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=875109374 TSecr=468659219 WS=128"
736,480.887618,192.168.11.44,192.168.11.43,TCP,66,0.000092,,"Jan  6, 2024 19:44:15.812085000 JST",,55630  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=468659225 TSecr=875109374
737,480.887772,192.168.11.44,192.168.11.43,TCP,93,0.000154,,"Jan  6, 2024 19:44:15.812239000 JST",,"55630  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=468659226 TSecr=875109374 [TCP segment of a reassembled PDU]"
738,480.88788,192.168.11.44,192.168.11.43,TCP,66,0.000108,,"Jan  6, 2024 19:44:15.812347000 JST",,"55630  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468659226 TSecr=875109374"
739,480.902628,192.168.11.43,192.168.11.44,TCP,66,0.014748,,"Jan  6, 2024 19:44:15.827095000 JST",,6000  >  55630 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875109389 TSecr=468659226
740,480.902986,192.168.11.43,192.168.11.44,TCP,66,0.000358,,"Jan  6, 2024 19:44:15.827453000 JST",,"6000  >  55630 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875109390 TSecr=468659226"
741,480.903036,192.168.11.44,192.168.11.43,TCP,66,0.00005,,"Jan  6, 2024 19:44:15.827503000 JST",,55630  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468659241 TSecr=875109390
742,480.930748,192.168.11.44,255.255.255.255,UDP,209,0.027712,Ÿ,"Jan  6, 2024 19:44:15.855215000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,39324  >  7000 Len=167
743,480.93894,192.168.11.45,192.168.11.44,TCP,74,0.008192,œ,"Jan  6, 2024 19:44:15.863407000 JST",,55960  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230213969 TSecr=0 WS=128
744,480.939083,192.168.11.44,192.168.11.45,TCP,74,0.000143,,"Jan  6, 2024 19:44:15.863550000 JST",,"6000  >  55960 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080299897 TSecr=2230213969 WS=128"
745,480.94602,192.168.11.45,192.168.11.44,TCP,66,0.006937,,"Jan  6, 2024 19:44:15.870487000 JST",,55960  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230213976 TSecr=1080299897
746,480.946538,192.168.11.45,192.168.11.44,TCP,93,0.000518,,"Jan  6, 2024 19:44:15.871005000 JST",,"55960  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230213976 TSecr=1080299897 [TCP segment of a reassembled PDU]"
747,480.946606,192.168.11.44,192.168.11.45,TCP,66,0.000068,,"Jan  6, 2024 19:44:15.871073000 JST",,6000  >  55960 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080299904 TSecr=2230213976
748,480.946672,192.168.11.45,192.168.11.44,TCP,66,0.000066,,"Jan  6, 2024 19:44:15.871139000 JST",,"55960  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230213977 TSecr=1080299897"
749,480.94782,192.168.11.44,192.168.11.45,TCP,66,0.001148,,"Jan  6, 2024 19:44:15.872287000 JST",,"6000  >  55960 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080299906 TSecr=2230213977"
750,480.955213,192.168.11.45,192.168.11.44,TCP,66,0.007393,,"Jan  6, 2024 19:44:15.879680000 JST",,55960  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2230213984 TSecr=1080299906
751,489.608052,192.168.11.44,192.168.11.43,TCP,74,8.652839,,"Jan  6, 2024 19:44:24.532519000 JST",,58070  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=468667946 TSecr=0 WS=128
752,489.614701,192.168.11.43,192.168.11.44,TCP,74,0.006649,,"Jan  6, 2024 19:44:24.539168000 JST",,"6000  >  58070 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=875118101 TSecr=468667946 WS=128"
753,489.614823,192.168.11.44,192.168.11.43,TCP,66,0.000122,,"Jan  6, 2024 19:44:24.539290000 JST",,58070  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=468667953 TSecr=875118101
754,489.614946,192.168.11.44,192.168.11.43,TCP,93,0.000123,,"Jan  6, 2024 19:44:24.539413000 JST",,"58070  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=468667953 TSecr=875118101 [TCP segment of a reassembled PDU]"
755,489.615046,192.168.11.44,192.168.11.43,TCP,66,0.0001,,"Jan  6, 2024 19:44:24.539513000 JST",,"58070  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468667953 TSecr=875118101"
756,489.624885,192.168.11.43,192.168.11.44,TCP,66,0.009839,,"Jan  6, 2024 19:44:24.549352000 JST",,6000  >  58070 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875118109 TSecr=468667953
757,489.626787,192.168.11.43,192.168.11.44,TCP,66,0.001902,,"Jan  6, 2024 19:44:24.551254000 JST",,"6000  >  58070 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875118111 TSecr=468667953"
758,489.626843,192.168.11.44,192.168.11.43,TCP,66,0.000056,,"Jan  6, 2024 19:44:24.551310000 JST",,58070  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468667965 TSecr=875118111
759,489.654052,192.168.11.44,255.255.255.255,UDP,209,0.027209,Ÿ,"Jan  6, 2024 19:44:24.578519000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,38329  >  7000 Len=167
760,489.662215,192.168.11.45,192.168.11.44,TCP,74,0.008163,œ,"Jan  6, 2024 19:44:24.586682000 JST",,55976  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230222692 TSecr=0 WS=128
761,489.662358,192.168.11.44,192.168.11.45,TCP,74,0.000143,,"Jan  6, 2024 19:44:24.586825000 JST",,"6000  >  55976 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080308620 TSecr=2230222692 WS=128"
762,489.668822,192.168.11.45,192.168.11.44,TCP,66,0.006464,,"Jan  6, 2024 19:44:24.593289000 JST",,55976  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230222699 TSecr=1080308620
763,489.669302,192.168.11.45,192.168.11.44,TCP,93,0.00048,,"Jan  6, 2024 19:44:24.593769000 JST",,"55976  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230222699 TSecr=1080308620 [TCP segment of a reassembled PDU]"
764,489.669395,192.168.11.44,192.168.11.45,TCP,66,0.000093,,"Jan  6, 2024 19:44:24.593862000 JST",,6000  >  55976 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080308627 TSecr=2230222699
765,489.669443,192.168.11.45,192.168.11.44,TCP,66,0.000048,,"Jan  6, 2024 19:44:24.593910000 JST",,"55976  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230222699 TSecr=1080308620"
766,489.670288,192.168.11.44,192.168.11.45,TCP,66,0.000845,,"Jan  6, 2024 19:44:24.594755000 JST",,"6000  >  55976 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080308628 TSecr=2230222699"
767,489.680718,192.168.11.45,192.168.11.44,TCP,66,0.01043,,"Jan  6, 2024 19:44:24.605185000 JST",,55976  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2230222711 TSecr=1080308628
768,498.371792,192.168.11.44,192.168.11.43,TCP,74,8.691074,,"Jan  6, 2024 19:44:33.296259000 JST",,54052  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=468676710 TSecr=0 WS=128
769,498.380741,192.168.11.43,192.168.11.44,TCP,74,0.008949,,"Jan  6, 2024 19:44:33.305208000 JST",,"6000  >  54052 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=875126865 TSecr=468676710 WS=128"
770,498.38086,192.168.11.44,192.168.11.43,TCP,66,0.000119,,"Jan  6, 2024 19:44:33.305327000 JST",,54052  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=468676719 TSecr=875126865
771,498.38102,192.168.11.44,192.168.11.43,TCP,93,0.00016,,"Jan  6, 2024 19:44:33.305487000 JST",,"54052  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=468676719 TSecr=875126865 [TCP segment of a reassembled PDU]"
772,498.381123,192.168.11.44,192.168.11.43,TCP,66,0.000103,,"Jan  6, 2024 19:44:33.305590000 JST",,"54052  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468676719 TSecr=875126865"
773,498.38857,192.168.11.43,192.168.11.44,TCP,66,0.007447,,"Jan  6, 2024 19:44:33.313037000 JST",,6000  >  54052 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875126875 TSecr=468676719
774,498.38881,192.168.11.43,192.168.11.44,TCP,66,0.00024,,"Jan  6, 2024 19:44:33.313277000 JST",,"6000  >  54052 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875126876 TSecr=468676719"
775,498.388866,192.168.11.44,192.168.11.43,TCP,66,0.000056,,"Jan  6, 2024 19:44:33.313333000 JST",,54052  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468676727 TSecr=875126876
776,498.420096,192.168.11.44,255.255.255.255,UDP,209,0.03123,Ÿ,"Jan  6, 2024 19:44:33.344563000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,40367  >  7000 Len=167
777,498.431509,192.168.11.45,192.168.11.44,TCP,74,0.011413,œ,"Jan  6, 2024 19:44:33.355976000 JST",,60348  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230231458 TSecr=0 WS=128
778,498.431654,192.168.11.44,192.168.11.45,TCP,74,0.000145,,"Jan  6, 2024 19:44:33.356121000 JST",,"6000  >  60348 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080317390 TSecr=2230231458 WS=128"
779,498.438592,192.168.11.45,192.168.11.44,TCP,66,0.006938,,"Jan  6, 2024 19:44:33.363059000 JST",,60348  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230231469 TSecr=1080317390
780,498.439154,192.168.11.45,192.168.11.44,TCP,93,0.000562,,"Jan  6, 2024 19:44:33.363621000 JST",,"60348  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230231469 TSecr=1080317390 [TCP segment of a reassembled PDU]"
781,498.439264,192.168.11.44,192.168.11.45,TCP,66,0.00011,,"Jan  6, 2024 19:44:33.363731000 JST",,6000  >  60348 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080317397 TSecr=2230231469
782,498.43932,192.168.11.45,192.168.11.44,TCP,66,0.000056,,"Jan  6, 2024 19:44:33.363787000 JST",,"60348  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230231469 TSecr=1080317390"
783,498.440329,192.168.11.44,192.168.11.45,TCP,66,0.001009,,"Jan  6, 2024 19:44:33.364796000 JST",,"6000  >  60348 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080317398 TSecr=2230231469"
784,498.446324,192.168.11.45,192.168.11.44,TCP,66,0.005995,,"Jan  6, 2024 19:44:33.370791000 JST",,60348  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2230231476 TSecr=1080317398
785,509.118073,192.168.11.44,192.168.11.43,TCP,74,10.671749,,"Jan  6, 2024 19:44:44.042540000 JST",,43868  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=468687456 TSecr=0 WS=128
786,509.124677,192.168.11.43,192.168.11.44,TCP,74,0.006604,,"Jan  6, 2024 19:44:44.049144000 JST",,"6000  >  43868 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=875137611 TSecr=468687456 WS=128"
787,509.124797,192.168.11.44,192.168.11.43,TCP,66,0.00012,,"Jan  6, 2024 19:44:44.049264000 JST",,43868  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=468687463 TSecr=875137611
788,509.125036,192.168.11.44,192.168.11.43,TCP,93,0.000239,,"Jan  6, 2024 19:44:44.049503000 JST",,"43868  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=468687463 TSecr=875137611 [TCP segment of a reassembled PDU]"
789,509.125143,192.168.11.44,192.168.11.43,TCP,66,0.000107,,"Jan  6, 2024 19:44:44.049610000 JST",,"43868  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468687463 TSecr=875137611"
790,509.133893,192.168.11.43,192.168.11.44,TCP,66,0.00875,,"Jan  6, 2024 19:44:44.058360000 JST",,6000  >  43868 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875137620 TSecr=468687463
791,509.134125,192.168.11.43,192.168.11.44,TCP,66,0.000232,,"Jan  6, 2024 19:44:44.058592000 JST",,"6000  >  43868 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875137622 TSecr=468687463"
792,509.134188,192.168.11.44,192.168.11.43,TCP,66,0.000063,,"Jan  6, 2024 19:44:44.058655000 JST",,43868  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468687472 TSecr=875137622
793,509.164233,192.168.11.44,255.255.255.255,UDP,209,0.030045,Ÿ,"Jan  6, 2024 19:44:44.088700000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,33810  >  7000 Len=167
794,509.172173,192.168.11.45,192.168.11.44,TCP,74,0.00794,œ,"Jan  6, 2024 19:44:44.096640000 JST",,42148  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230242202 TSecr=0 WS=128
795,509.172332,192.168.11.44,192.168.11.45,TCP,74,0.000159,,"Jan  6, 2024 19:44:44.096799000 JST",,"6000  >  42148 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080328130 TSecr=2230242202 WS=128"
796,509.179429,192.168.11.45,192.168.11.44,TCP,66,0.007097,,"Jan  6, 2024 19:44:44.103896000 JST",,42148  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230242209 TSecr=1080328130
797,509.179998,192.168.11.45,192.168.11.44,TCP,93,0.000569,,"Jan  6, 2024 19:44:44.104465000 JST",,"42148  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230242209 TSecr=1080328130 [TCP segment of a reassembled PDU]"
798,509.180121,192.168.11.44,192.168.11.45,TCP,66,0.000123,,"Jan  6, 2024 19:44:44.104588000 JST",,6000  >  42148 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080328138 TSecr=2230242209
799,509.180197,192.168.11.45,192.168.11.44,TCP,66,0.000076,,"Jan  6, 2024 19:44:44.104664000 JST",,"42148  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230242209 TSecr=1080328130"
800,509.181851,192.168.11.44,192.168.11.45,TCP,66,0.001654,,"Jan  6, 2024 19:44:44.106318000 JST",,"6000  >  42148 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080328140 TSecr=2230242209"
801,509.189621,192.168.11.45,192.168.11.44,TCP,66,0.00777,,"Jan  6, 2024 19:44:44.114088000 JST",,42148  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2230242220 TSecr=1080328140
802,516.826496,192.168.11.44,192.168.11.43,TCP,74,7.636875,,"Jan  6, 2024 19:44:51.750963000 JST",,58430  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=468695164 TSecr=0 WS=128
803,516.833432,192.168.11.43,192.168.11.44,TCP,74,0.006936,,"Jan  6, 2024 19:44:51.757899000 JST",,"6000  >  58430 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=875145320 TSecr=468695164 WS=128"
804,516.833547,192.168.11.44,192.168.11.43,TCP,66,0.000115,,"Jan  6, 2024 19:44:51.758014000 JST",,58430  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=468695171 TSecr=875145320
805,516.833746,192.168.11.44,192.168.11.43,TCP,93,0.000199,,"Jan  6, 2024 19:44:51.758213000 JST",,"58430  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=468695172 TSecr=875145320 [TCP segment of a reassembled PDU]"
806,516.833836,192.168.11.44,192.168.11.43,TCP,66,0.00009,,"Jan  6, 2024 19:44:51.758303000 JST",,"58430  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468695172 TSecr=875145320"
807,516.841565,192.168.11.43,192.168.11.44,TCP,66,0.007729,,"Jan  6, 2024 19:44:51.766032000 JST",,6000  >  58430 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875145328 TSecr=468695172
808,516.841938,192.168.11.43,192.168.11.44,TCP,66,0.000373,,"Jan  6, 2024 19:44:51.766405000 JST",,"6000  >  58430 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875145329 TSecr=468695172"
809,516.842,192.168.11.44,192.168.11.43,TCP,66,0.000062,,"Jan  6, 2024 19:44:51.766467000 JST",,58430  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468695180 TSecr=875145329
810,516.869277,192.168.11.44,255.255.255.255,UDP,209,0.027277,Ÿ,"Jan  6, 2024 19:44:51.793744000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,41154  >  7000 Len=167
811,516.877551,192.168.11.45,192.168.11.44,TCP,74,0.008274,œ,"Jan  6, 2024 19:44:51.802018000 JST",,34276  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230249908 TSecr=0 WS=128
812,516.877702,192.168.11.44,192.168.11.45,TCP,74,0.000151,,"Jan  6, 2024 19:44:51.802169000 JST",,"6000  >  34276 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080335836 TSecr=2230249908 WS=128"
813,516.884806,192.168.11.45,192.168.11.44,TCP,66,0.007104,,"Jan  6, 2024 19:44:51.809273000 JST",,34276  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230249915 TSecr=1080335836
814,516.885293,192.168.11.45,192.168.11.44,TCP,93,0.000487,,"Jan  6, 2024 19:44:51.809760000 JST",,"34276  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230249915 TSecr=1080335836 [TCP segment of a reassembled PDU]"
815,516.885401,192.168.11.44,192.168.11.45,TCP,66,0.000108,,"Jan  6, 2024 19:44:51.809868000 JST",,6000  >  34276 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080335843 TSecr=2230249915
816,516.885458,192.168.11.45,192.168.11.44,TCP,66,0.000057,,"Jan  6, 2024 19:44:51.809925000 JST",,"34276  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230249915 TSecr=1080335836"
817,516.886274,192.168.11.44,192.168.11.45,TCP,66,0.000816,,"Jan  6, 2024 19:44:51.810741000 JST",,"6000  >  34276 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080335844 TSecr=2230249915"
818,516.892886,192.168.11.45,192.168.11.44,TCP,66,0.006612,,"Jan  6, 2024 19:44:51.817353000 JST",,34276  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2230249923 TSecr=1080335844
819,524.527043,192.168.11.44,192.168.11.43,TCP,74,7.634157,,"Jan  6, 2024 19:44:59.451510000 JST",,58442  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=468702865 TSecr=0 WS=128
820,524.533604,192.168.11.43,192.168.11.44,TCP,74,0.006561,,"Jan  6, 2024 19:44:59.458071000 JST",,"6000  >  58442 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=875153020 TSecr=468702865 WS=128"
821,524.533718,192.168.11.44,192.168.11.43,TCP,66,0.000114,,"Jan  6, 2024 19:44:59.458185000 JST",,58442  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=468702872 TSecr=875153020
822,524.533874,192.168.11.44,192.168.11.43,TCP,93,0.000156,,"Jan  6, 2024 19:44:59.458341000 JST",,"58442  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=468702872 TSecr=875153020 [TCP segment of a reassembled PDU]"
823,524.533992,192.168.11.44,192.168.11.43,TCP,66,0.000118,,"Jan  6, 2024 19:44:59.458459000 JST",,"58442  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=468702872 TSecr=875153020"
824,524.542888,192.168.11.43,192.168.11.44,TCP,66,0.008896,,"Jan  6, 2024 19:44:59.467355000 JST",,6000  >  58442 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=875153027 TSecr=468702872
825,524.543241,192.168.11.43,192.168.11.44,TCP,66,0.000353,,"Jan  6, 2024 19:44:59.467708000 JST",,"6000  >  58442 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=875153028 TSecr=468702872"
826,524.543298,192.168.11.44,192.168.11.43,TCP,66,0.000057,,"Jan  6, 2024 19:44:59.467765000 JST",,58442  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=468702881 TSecr=875153028
827,524.571241,192.168.11.44,255.255.255.255,UDP,209,0.027943,Ÿ,"Jan  6, 2024 19:44:59.495708000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,45767  >  7000 Len=167
